model,repeat,seed,sample_id,y_true,p1,p2,p3,p4,p5
ae_pca_mlp,0,ensemble,train_001,2,4.162720653625594e-06,0.9999817846131336,2.724085074230877e-06,1.4356938426837434e-06,9.892887295897602e-06
ae_pca_mlp,0,ensemble,train_002,5,0.0008026701661664097,0.009344999819269463,0.009555023852263885,0.0972538581970126,0.8830434479652877
ae_pca_mlp,0,ensemble,train_003,2,0.00016754708497753688,0.007808324537472986,0.9919510299582184,4.174906591704801e-05,3.134935341402794e-05
ae_pca_mlp,0,ensemble,train_004,4,4.213246088541283e-05,5.368112722337426e-05,0.0009923218373719509,0.9988731562204299,3.870835408938025e-05
ae_pca_mlp,0,ensemble,train_005,5,1.4203654406253419e-05,0.00011663870182869609,0.9982828403855682,0.0008301854336554334,0.0007561318245412983
ae_pca_mlp,0,ensemble,train_006,2,7.187383175660987e-05,0.9999013666500798,7.34316896984503e-06,7.067946174356126e-06,1.2348403019450845e-05
ae_pca_mlp,0,ensemble,train_007,2,0.0005212198362881779,0.37134494201369167,0.6279378917352703,7.771321372494973e-05,0.00011823320102496485
ae_pca_mlp,0,ensemble,train_008,5,0.0005508166198780443,0.00025198401228095665,0.08456813254486457,0.052617709648077785,0.8620113571748986
ae_pca_mlp,0,ensemble,train_009,3,0.0006380035031581759,0.03893692393572299,0.8771532725634372,0.08309802142938433,0.00017377856829734438
ae_pca_mlp,0,ensemble,train_010,2,1.1254937198976226e-05,0.9999845004898953,1.2911791318639658e-06,1.0281907781658158e-06,1.9252029957638346e-06
ae_pca_mlp,0,ensemble,train_011,3,2.6579583746397972e-06,0.011440240498074595,0.9885456065471938,2.8205140507621144e-06,8.674482306301068e-06
ae_pca_mlp,0,ensemble,train_012,5,0.0011416722007762622,0.448889245953373,0.002663729363474408,0.22009353173538185,0.3272118207469945
ae_pca_mlp,0,ensemble,train_013,2,1.333698363069048e-07,1.4963590926667945e-07,0.9999985637743067,9.55524182591983e-07,1.9769576510650788e-07
ae_pca_mlp,0,ensemble,train_014,5,0.00015652648947491913,0.0020358463466187034,0.000132950564465879,0.0003869384131724639,0.997287738186268
ae_pca_mlp,0,ensemble,train_015,3,0.00013279468562575584,0.9607311969808727,0.03900479662708523,5.163186214342804e-05,7.957984427284134e-05
ae_pca_mlp,0,ensemble,train_016,4,0.00040120505263411784,0.00016960811003140323,3.2139808924157786e-05,0.0019532213596826394,0.9974438256687277
ae_pca_mlp,0,ensemble,train_017,2,0.9965771837280781,0.0009750898232335494,0.0019972086252828957,0.00030859285101866526,0.00014192497238694942
ae_pca_mlp,0,ensemble,train_018,5,0.03339381952999944,0.0001492687246784854,0.00012037901305985964,0.0008417809179060536,0.9654947518143562
ae_pca_mlp,0,ensemble,train_019,3,7.805243709266212e-05,0.00998900307218931,0.9898704797718538,3.1647025716981046e-05,3.0817693147197205e-05
ae_pca_mlp,0,ensemble,train_020,2,8.722453727528929e-05,0.9999117806649777,7.6290173848066e-08,7.858285094152226e-07,1.3267906391295192e-07
ae_pca_mlp,0,ensemble,train_021,5,1.536750972858484e-05,1.4463475375856037e-05,0.08791245165642603,0.0001016637274823201,0.9119560536309872
