model,repeat,seed,sample_id,y_true,p1,p2,p3,p4,p5
ae_pca_mlp,0,ensemble,train_001,2,2.269028049992689e-05,0.9999732605475053,3.3984440827612547e-06,5.654598385650158e-07,8.526807336786132e-08
ae_pca_mlp,0,ensemble,train_002,5,2.510105026255827e-05,0.007735748357048458,0.9917366201536502,0.0005023036627477036,2.267762910759894e-07
ae_pca_mlp,0,ensemble,train_003,2,0.002472194874684075,0.45784815726124756,0.5390906207481444,2.6124358827671592e-05,0.0005629027570962848
ae_pca_mlp,0,ensemble,train_004,4,5.67390081965119e-05,0.0015050806843766112,0.31170981289780597,0.6825957557154838,0.00413261169413707
ae_pca_mlp,0,ensemble,train_005,5,0.00017455248777224853,0.017411095124489927,0.03385039951656957,0.07620257850124597,0.8723613743699223
ae_pca_mlp,0,ensemble,train_006,2,0.001050997821271891,0.9985153624504944,0.00010372579390213033,0.00031380363215480363,1.6110302176767766e-05
ae_pca_mlp,0,ensemble,train_007,2,8.490119503060884e-05,0.0002117589193043523,0.9766147286595155,0.011524042409954987,0.011564568816194401
ae_pca_mlp,0,ensemble,train_008,5,4.7703116088240265e-05,1.222964169104888e-05,0.006230882796135904,0.9920388779586009,0.0016703064874838544
ae_pca_mlp,0,ensemble,train_009,3,0.29606808794621753,0.000156754460494388,0.4741888918406092,0.22681525297234903,0.0027710127803298908
ae_pca_mlp,0,ensemble,train_010,2,9.162050412579674e-06,0.9994647650252072,0.0005181114136756276,7.386037606081281e-06,5.754730985016418e-07
ae_pca_mlp,0,ensemble,train_011,3,0.01077330342825772,0.8093848213678272,0.1796867949145298,0.00012406733092336163,3.101295846181139e-05
ae_pca_mlp,0,ensemble,train_012,5,0.21073827722857863,0.30386915523702146,0.009448102396835485,0.0015761879163334685,0.474368277221231
ae_pca_mlp,0,ensemble,train_013,2,0.0020875000306061803,0.0026133479977373556,0.919226033040282,0.045675100009684375,0.030398018921690056
ae_pca_mlp,0,ensemble,train_014,5,0.0001447481389458693,0.9961109272642843,4.853736333502625e-07,0.0013496834706304773,0.0023941557525060417
ae_pca_mlp,0,ensemble,train_015,3,1.3602407108556921e-05,0.9266939122290195,0.07315172172304589,0.00013417322539320726,6.590415432772493e-06
ae_pca_mlp,0,ensemble,train_016,4,1.4003160257660284e-05,0.019642390313423585,4.303685853764453e-05,0.3648577756980601,0.6154427939697209
ae_pca_mlp,0,ensemble,train_017,2,0.13620896322381243,0.011452995505340801,0.8521416368359759,9.074020457894462e-05,0.00010566423029196757
ae_pca_mlp,0,ensemble,train_018,5,7.982889366120665e-06,0.3865703330858917,0.0017867447310797536,0.6017733989489256,0.009861540344736712
ae_pca_mlp,0,ensemble,train_019,3,0.01842324183337185,0.547579860261755,0.43393780073274246,4.974589117493582e-05,9.35128095581015e-06
ae_pca_mlp,0,ensemble,train_020,2,4.727111253327825e-05,0.9994873942278326,1.2755604833505665e-05,0.00040435284470422396,4.8226210096526604e-05
ae_pca_mlp,0,ensemble,train_021,5,1.644273474898166e-05,0.0009699216631236006,0.9512045692616276,0.0003497301310434643,0.04745933620945636
