model,repeat,seed,sample_id,y_true,p1,p2,p3,p4,p5
ae_pca_mlp,0,ensemble,train_001,2,1.7730402223476583e-06,0.9999948734762902,1.621195866679524e-06,4.0391430137417326e-07,1.3283733192954203e-06
ae_pca_mlp,0,ensemble,train_002,5,0.00211939249660873,0.01718456468829774,0.07418165913356325,0.03890128816266557,0.8676130955188646
ae_pca_mlp,0,ensemble,train_003,2,0.00040562986587235777,0.00897561795308404,0.9903683547018857,0.00013970194506847088,0.0001106955340893756
ae_pca_mlp,0,ensemble,train_004,4,0.00022163552524191566,0.000178833940352095,0.003575987709057479,0.9959485567956681,7.498602968053052e-05
ae_pca_mlp,0,ensemble,train_005,5,1.9724749862624586e-05,0.00028633627371760646,0.9976558216485764,0.001044183534439432,0.0009939337934041289
ae_pca_mlp,0,ensemble,train_006,2,5.0603279133017003e-05,0.9999344696367621,3.73155569292293e-06,4.891207060773097e-06,6.304321351457303e-06
ae_pca_mlp,0,ensemble,train_007,2,0.001536252208599922,0.6193291329395328,0.37848254861103825,0.0002764667057634539,0.0003755995350656378
ae_pca_mlp,0,ensemble,train_008,5,0.00016255430392407382,0.00022275039147315545,0.04030687219175553,0.0864608941291203,0.8728469289837268
ae_pca_mlp,0,ensemble,train_009,3,0.0004094275880258355,0.0667960066560757,0.9272171674926382,0.005545743946025887,3.165431723449845e-05
ae_pca_mlp,0,ensemble,train_010,2,5.3252777672355255e-05,0.9999149846261678,1.4407521618823753e-05,3.6376738593754805e-06,1.3717400681768275e-05
ae_pca_mlp,0,ensemble,train_011,3,5.1648571338709e-06,0.023388936774509456,0.9765868943449938,8.908210420814108e-06,1.0095812942236152e-05
ae_pca_mlp,0,ensemble,train_012,5,0.002925575363597229,0.10904007287849207,0.0028683762638000163,0.42114380517133765,0.4640221703227731
ae_pca_mlp,0,ensemble,train_013,2,2.1843177100638956e-06,7.363537741854378e-06,0.9999718982205595,1.6516699996842435e-05,2.0372239916019622e-06
